timestamp,session_id,codice_persona,punteggio_sorriso_0_100,apertura_bocca,occhio_sx,occhio_dx,apertura_spalle,inclinazione_spalle,inclinazione_busto,stato_posturale,valence,arousal,head_yaw,head_pitch,head_roll,head_pose_sorgente,attenzione_schermo,calibrazione_postura,etichetta_reale,emozione
2026-07-12T14:23:43,f57d629f,7,0.0,0.013,0.9689,0.9815,0.3269,173.8186,14.8503,POSTURA NEUTRA,-1.0,0.0386,3.1736,2.4112,-4.0914,MATRICE,1,IN CORSO,,NEUTRO
2026-07-12T14:23:43,f57d629f,7,0.0,0.0122,0.6583,0.6757,0.3345,173.6259,16.7955,POSTURA CHIUSA,-1.0,0.1837,2.3102,1.5072,-3.8958,MATRICE,1,IN CORSO,,NEUTRO
2026-07-12T14:23:44,f57d629f,7,0.0,0.0092,0.6647,0.7611,0.3353,173.5824,16.3012,POSTURA CHIUSA,-1.0,0.2175,2.8386,0.891,-3.6292,MATRICE,1,IN CORSO,,ARRABBIATO
2026-07-12T14:23:44,f57d629f,7,0.0,0.0082,0.9206,0.9698,0.3363,173.4227,16.7482,POSTURA CHIUSA,-1.0,0.2108,2.7524,0.9322,-3.6192,MATRICE,1,IN CORSO,,TESO
2026-07-12T14:23:45,f57d629f,7,0.0,0.0096,0.9588,0.9878,0.3368,173.2157,16.3529,POSTURA CHIUSA,-1.0,0.2101,2.8207,1.2939,-3.7015,MATRICE,1,IN CORSO,,TESO
2026-07-12T14:23:45,f57d629f,7,0.0,0.0109,0.9483,0.9812,0.3353,173.3356,16.72,POSTURA CHIUSA,-1.0,0.2126,2.9178,1.3606,-4.0166,MATRICE,1,IN CORSO,,TESO
2026-07-12T14:23:46,f57d629f,7,0.0,0.0109,0.94,0.9807,0.3375,173.0673,16.6634,POSTURA CHIUSA,-1.0,0.2155,2.895,1.1596,-4.3854,MATRICE,1,IN CORSO,,TESO
2026-07-12T14:23:47,f57d629f,7,0.0,0.0103,0.9413,0.9833,0.3342,173.0092,16.7512,POSTURA NEUTRA,-1.0,0.092,2.7793,1.089,-4.3234,MATRICE,1,COMPLETATA,,TESO
2026-07-12T14:23:47,f57d629f,7,0.0,0.0179,0.838,0.9108,0.3362,172.7616,16.585,POSTURA NEUTRA,-1.0,0.0444,2.8841,1.8005,-4.1592,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:48,f57d629f,7,0.0,0.0165,0.7796,0.8828,0.3346,172.4759,15.8189,POSTURA NEUTRA,-1.0,0.0375,3.2237,1.6809,-4.0167,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:48,f57d629f,7,0.0,0.0165,0.6435,0.8223,0.3394,172.5519,17.5724,POSTURA NEUTRA,-1.0,0.0392,3.9066,0.7359,-3.3493,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:49,f57d629f,7,0.0,0.028,0.5972,0.8158,0.3407,172.3854,18.1433,POSTURA NEUTRA,-1.0,0.054,9.6673,0.1734,-1.271,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:50,f57d629f,7,0.0,0.0261,0.4177,0.6091,0.3378,171.7741,16.1804,POSTURA NEUTRA,-1.0,0.0589,9.7623,-1.9623,-1.2159,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:50,f57d629f,7,0.0,0.0083,0.4174,0.61,0.3458,171.2938,14.9825,POSTURA NEUTRA,-1.0,0.0303,8.0794,-1.5223,-3.003,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:51,f57d629f,7,0.0,0.0052,0.4129,0.4901,0.3478,171.3708,14.5824,POSTURA NEUTRA,-1.0,0.018,7.0239,-0.8495,-2.9752,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:51,f57d629f,7,0.0,0.0133,0.4881,0.6169,0.342,172.6143,14.2989,POSTURA NEUTRA,-1.0,0.0355,1.2741,-3.8415,-1.6252,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:52,f57d629f,7,0.01,0.006,0.6479,0.7831,0.334,174.7379,13.2744,POSTURA NEUTRA,-1.0,0.0205,-0.999,-9.1672,-1.4699,MATRICE,1,COMPLETATA,,NEUTRO
2026-07-12T14:23:53,f57d629f,7,0.01,0.0051,0.7015,0.8514,0.3342,173.8076,14.7434,POSTURA NEUTRA,-1.0,0.0168,-0.8085,-8.1229,-1.455,MATRICE,1,COMPLETATA,,NEUTRO
2026-07-12T14:23:53,f57d629f,7,0.0,0.0064,0.7246,0.8962,0.3291,174.3397,10.2221,POSTURA NEUTRA,-1.0,0.0175,-0.3994,-7.0646,-1.7616,MATRICE,1,COMPLETATA,,NEUTRO
2026-07-12T14:23:54,f57d629f,7,0.0,0.0092,0.6463,0.8564,0.3284,176.5052,9.5746,POSTURA NEUTRA,-1.0,0.0189,-0.2953,-7.3887,-1.5599,MATRICE,1,COMPLETATA,,NEUTRO
2026-07-12T14:23:54,f57d629f,7,0.01,0.0141,0.496,0.7317,0.3284,175.2617,12.496,POSTURA NEUTRA,-1.0,0.0285,0.5676,-6.6547,-0.7877,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:55,f57d629f,7,0.01,0.0115,0.6067,0.795,0.3319,176.3987,13.88,POSTURA NEUTRA,-1.0,0.0399,0.5795,-4.1862,-0.609,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:56,f57d629f,7,0.01,0.0054,0.7236,0.8236,0.3279,177.19,12.3165,POSTURA NEUTRA,-1.0,0.0194,-1.5621,-8.432,-2.1426,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:56,f57d629f,7,0.0,0.0068,0.5904,0.7993,0.3247,177.0341,11.5643,POSTURA NEUTRA,-1.0,0.015,-1.4634,-7.5318,-2.6267,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:57,f57d629f,7,0.29,0.0051,0.2806,0.6636,0.3246,176.5858,12.2751,POSTURA NEUTRA,-0.9971,0.0168,-0.0626,-0.2182,-1.8848,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:57,f57d629f,7,0.06,0.0084,0.339,0.735,0.3238,175.4213,12.3089,POSTURA NEUTRA,-0.9991,0.0187,2.3497,3.6833,-1.7226,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:58,f57d629f,7,0.0,0.0149,0.4488,0.6923,0.3204,176.8421,11.4874,POSTURA NEUTRA,-0.9999,0.0285,3.1562,1.8092,-2.2222,MATRICE,1,COMPLETATA,,ARRABBIATO
2026-07-12T14:23:59,f57d629f,7,0.01,0.0049,0.3127,0.6628,0.326,167.5046,13.0698,POSTURA NEUTRA,-1.0,0.0322,3.2733,3.9775,-2.8582,MATRICE,1,COMPLETATA,,ARRABBIATO
